"Scenario","Region","Variable","Year","Value"
"Canada Net-zero","British Columbia","Hydro","2043","252.393600"
"Canada Net-zero","British Columbia","Hydro","2044","252.261600"
"Canada Net-zero","British Columbia","Hydro","2045","252.393600"
"Canada Net-zero","British Columbia","Hydro","2046","252.393600"
"Canada Net-zero","British Columbia","Hydro","2047","252.443000"
"Canada Net-zero","British Columbia","Hydro","2048","252.399200"
"Canada Net-zero","British Columbia","Hydro","2049","252.393600"
"Canada Net-zero","British Columbia","Hydro","2050","252.393600"
"Canada Net-zero","British Columbia","Natural Gas","2005","368.949000"
"Canada Net-zero","British Columbia","Natural Gas","2006","325.860500"
"Canada Net-zero","British Columbia","Natural Gas","2007","340.999500"
"Canada Net-zero","British Columbia","Natural Gas","2008","342.698500"
"Canada Net-zero","British Columbia","Natural Gas","2009","324.106000"
"Canada Net-zero","British Columbia","Natural Gas","2010","335.130800"
"Canada Net-zero","British Columbia","Natural Gas","2011","394.904100"
"Canada Net-zero","British Columbia","Natural Gas","2012","396.148000"
"Canada Net-zero","British Columbia","Natural Gas","2013","401.036300"
"Canada Net-zero","British Columbia","Natural Gas","2014","393.025200"
"Canada Net-zero","British Columbia","Natural Gas","2015","398.737800"
"Canada Net-zero","British Columbia","Natural Gas","2016","402.247500"
"Canada Net-zero","British Columbia","Natural Gas","2017","434.931700"
"Canada Net-zero","British Columbia","Natural Gas","2018","437.919000"
"Canada Net-zero","British Columbia","Natural Gas","2019","452.706200"
"Canada Net-zero","British Columbia","Natural Gas","2020","439.592400"
"Canada Net-zero","British Columbia","Natural Gas","2021","456.350400"
"Canada Net-zero","British Columbia","Natural Gas","2022","466.255000"
"Canada Net-zero","British Columbia","Natural Gas","2023","462.873300"
"Canada Net-zero","British Columbia","Natural Gas","2024","458.991900"
"Canada Net-zero","British Columbia","Natural Gas","2025","473.168800"
"Canada Net-zero","British Columbia","Natural Gas","2026","495.230700"
"Canada Net-zero","British Columbia","Natural Gas","2027","506.362400"
"Canada Net-zero","British Columbia","Natural Gas","2028","509.213600"
"Canada Net-zero","British Columbia","Natural Gas","2029","500.707100"
"Canada Net-zero","British Columbia","Natural Gas","2030","484.967300"
"Canada Net-zero","British Columbia","Natural Gas","2031","469.824400"
"Canada Net-zero","British Columbia","Natural Gas","2032","462.952500"
"Canada Net-zero","British Columbia","Natural Gas","2033","465.972100"
"Canada Net-zero","British Columbia","Natural Gas","2034","471.666900"
"Canada Net-zero","British Columbia","Natural Gas","2035","471.555600"
"Canada Net-zero","British Columbia","Natural Gas","2036","464.898200"
"Canada Net-zero","British Columbia","Natural Gas","2037","457.973900"
"Canada Net-zero","British Columbia","Natural Gas","2038","451.091800"
"Canada Net-zero","British Columbia","Natural Gas","2039","444.709600"
"Canada Net-zero","British Columbia","Natural Gas","2040","436.827300"
"Canada Net-zero","British Columbia","Natural Gas","2041","434.793200"
"Canada Net-zero","British Columbia","Natural Gas","2042","433.021000"
"Canada Net-zero","British Columbia","Natural Gas","2043","431.588100"
"Canada Net-zero","British Columbia","Natural Gas","2044","430.301000"
"Canada Net-zero","British Columbia","Natural Gas","2045","431.133500"
"Canada Net-zero","British Columbia","Natural Gas","2046","432.766100"
"Canada Net-zero","British Columbia","Natural Gas","2047","435.703400"
"Canada Net-zero","British Columbia","Natural Gas","2048","439.978800"
"Canada Net-zero","British Columbia","Natural Gas","2049","445.725800"
"Canada Net-zero","British Columbia","Natural Gas","2050","445.313900"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2005","243.919600"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2006","244.722600"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2007","225.069400"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2008","183.264300"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2009","183.038500"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2010","206.290100"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2011","207.191200"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2012","206.581300"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2013","204.469000"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2014","265.006100"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2015","241.211200"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2016","229.966900"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2017","204.123800"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2018","218.752400"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2019","219.320900"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2020","213.031600"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2021","230.078700"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2022","221.700000"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2023","231.180400"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2024","244.686100"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2025","260.309800"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2026","277.406600"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2027","289.740500"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2028","339.150800"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2029","363.071000"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2030","384.714000"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2031","387.723300"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2032","416.308300"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2033","433.614900"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2034","456.062700"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2035","490.696100"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2036","498.137700"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2037","509.571200"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2038","519.421700"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2039","530.325300"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2040","550.613500"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2041","565.441700"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2042","580.627100"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2043","596.912200"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2044","623.945500"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2045","637.352400"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2046","651.468000"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2047","679.070300"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2048","689.449600"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2049","700.934800"
"Canada Net-zero","British Columbia","Other Renewables and Landfill Gas","2050","726.635600"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2005","468.080000"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2006","466.456200"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2007","472.986900"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2008","459.169500"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2009","432.058600"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2010","446.011400"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2011","414.308600"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2012","429.036700"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2013","460.891800"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2014","469.930100"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2015","475.154000"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2016","504.852600"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2017","523.409200"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2018","548.961900"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2019","532.916700"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2020","417.999000"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2021","443.155400"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2022","472.271600"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2023","470.303800"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2024","458.296900"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2025","436.227500"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2026","426.302500"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2027","417.574900"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2028","407.924800"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2029","393.204400"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2030","370.366300"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2031","359.475600"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2032","349.217100"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2033","339.671900"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2034","331.980100"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2035","324.586400"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2036","315.918600"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2037","307.140800"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2038","294.684300"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2039","281.711500"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2040","269.651700"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2041","257.573700"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2042","246.704900"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2043","235.917700"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2044","225.852800"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2045","215.973900"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2046","206.084400"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2047","197.389100"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2048","188.659500"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2049","180.248300"
"Canada Net-zero","British Columbia","Refined Petroleum Products","2050","172.204600"
"Canada Net-zero","British Columbia","Total","2005","1311.107600"
"Canada Net-zero","British Columbia","Total","2006","1245.302700"
"Canada Net-zero","British Columbia","Total","2007","1286.035000"
"Canada Net-zero","British Columbia","Total","2008","1210.717300"
"Canada Net-zero","British Columbia","Total","2009","1153.315100"
"Canada Net-zero","British Columbia","Total","2010","1193.702400"
"Canada Net-zero","British Columbia","Total","2011","1247.517100"
"Canada Net-zero","British Columbia","Total","2012","1278.664300"
"Canada Net-zero","British Columbia","Total","2013","1290.764200"
"Canada Net-zero","British Columbia","Total","2014","1341.995700"
"Canada Net-zero","British Columbia","Total","2015","1358.858400"
"Canada Net-zero","British Columbia","Total","2016","1366.098600"
"Canada Net-zero","British Columbia","Total","2017","1408.150000"
"Canada Net-zero","British Columbia","Total","2018","1433.806400"
"Canada Net-zero","British Columbia","Total","2019","1413.517700"
"Canada Net-zero","British Columbia","Total","2020","1302.880400"
"Canada Net-zero","British Columbia","Total","2021","1365.089300"
"Canada Net-zero","British Columbia","Total","2022","1391.293300"
"Canada Net-zero","British Columbia","Total","2023","1343.760300"
"Canada Net-zero","British Columbia","Total","2024","1372.338000"
"Canada Net-zero","British Columbia","Total","2025","1394.723600"
"Canada Net-zero","British Columbia","Total","2026","1423.589600"
"Canada Net-zero","British Columbia","Total","2027","1440.612700"
"Canada Net-zero","British Columbia","Total","2028","1487.940800"
"Canada Net-zero","British Columbia","Total","2029","1490.369800"
"Canada Net-zero","British Columbia","Total","2030","1473.676900"
"Canada Net-zero","British Columbia","Total","2031","1447.563900"
"Canada Net-zero","British Columbia","Total","2032","1463.656900"
"Canada Net-zero","British Columbia","Total","2033","1482.719900"
"Canada Net-zero","British Columbia","Total","2034","1510.890000"
"Canada Net-zero","British Columbia","Total","2035","1540.759700"
"Canada Net-zero","British Columbia","Total","2036","1531.588000"
"Canada Net-zero","British Columbia","Total","2037","1528.432100"
"Canada Net-zero","British Columbia","Total","2038","1518.539400"
"Canada Net-zero","British Columbia","Total","2039","1510.311700"
"Canada Net-zero","British Columbia","Total","2040","1510.193800"
"Canada Net-zero","British Columbia","Total","2041","1511.307600"
"Canada Net-zero","British Columbia","Total","2042","1513.877700"
"Canada Net-zero","British Columbia","Total","2043","1517.953600"
"Canada Net-zero","British Columbia","Total","2044","1533.512500"
"Canada Net-zero","British Columbia","Total","2045","1538.000600"
"Canada Net-zero","British Columbia","Total","2046","1543.843600"
"Canada Net-zero","British Columbia","Total","2047","1565.732000"
"Canada Net-zero","British Columbia","Total","2048","1571.595400"
"Canada Net-zero","British Columbia","Total","2049","1580.394000"
"Canada Net-zero","British Columbia","Total","2050","1597.623100"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2005","1251.822000"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2006","1210.841300"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2007","1260.164500"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2008","1185.317100"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2009","987.422600"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2010","835.410800"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2011","858.650800"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2012","835.175400"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2013","839.011100"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2014","861.574300"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2015","765.851700"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2016","768.230000"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2017","748.631100"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2018","664.456700"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2019","629.939300"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2020","535.743600"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2021","491.892200"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2022","405.341300"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2023","370.381500"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2024","323.740400"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2025","258.163200"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2026","238.880100"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2027","231.661000"
"Canada Net-zero","Canada","Coal, Coke and Coke Oven Gas","2028","225.874800"
